parent-FQN,method-signature,return-type,visibility,tags
org.apache.pdfbox.pdmodel.graphics.shading.AxialShadingContext,getDomain(),float[],public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.graphics.shading.RadialShadingContext,getDomain(),float[],public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.graphics.shading.Type1ShadingContext,getDomain(),float[],public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.ttf.OS2WindowsMetricsTable,getSuperscriptXSize(),short,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.ttf.PostScriptTable,getGlyphNames(),String[],public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.common.function.PDFunction,"clipToRange(float,float,float)",float,protected,"{loops=false, multiple_statements=true, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=true, switches=false, returns=true, parameters=true}"
org.apache.fontbox.ttf.OS2WindowsMetricsTable,getStrikeoutPosition(),short,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.encryption.SaslPrep,surrogateCodePoint(int),boolean,private,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=true, ifs=false, switches=false, returns=true, parameters=true}"
org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSignDesigner,getxAxis(),float,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.xmpbox.xml.XmpParsingException,getErrorType(),ErrorType,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.interactive.annotation.handlers.CloudyBorder,getPolygonCloudRadius(),double,private,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.xmpbox.XMPMetadata,getXpacketId(),String,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.ttf.HeaderTable,getXMax(),short,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdfparser.PDFStreamParser,getTokens(),List<Object>,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.graphics.image.PDImageXObject,clampColor(float),float,private,"{loops=false, multiple_statements=false, conditionals=true, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=true}"
org.apache.pdfbox.rendering.PageDrawer,clampColor(float),float,private,"{loops=false, multiple_statements=false, conditionals=true, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=true}"
org.apache.pdfbox.pdfparser.BaseParser,isEndOfName(int),boolean,protected,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=true}"
org.apache.fontbox.ttf.NamingTable,getFontFamily(),String,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.ttf.GlyphData,getDescription(),GlyphDescription,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.debugger.ui.ExtensionFileFilter,getDescription(),String,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.debugger.colorpane.DeviceNColorant,getMaximum(),Color,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.interactive.digitalsignature.COSFilterInputStream,inRange(),boolean,private,"{loops=true, multiple_statements=true, conditionals=false, local_variables=true, returns_primitives=true, static=false, ifs=true, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.examples.signature.CreateVisibleSignature,isLateExternalSigning(),boolean,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.examples.signature.CreateVisibleSignature2,isLateExternalSigning(),boolean,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.font.PDFont,getFontMatrix(),Matrix,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.type1.Type1Font,getFontID(),String,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.ttf.HeaderTable,getUnitsPerEm(),int,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.rendering.PageDrawer,getGraphics(),Graphics2D,protected,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.util.DateConverter,restrainTZoffset(long),int,private,"{loops=false, multiple_statements=true, conditionals=false, local_variables=false, returns_primitives=true, static=true, ifs=true, switches=false, returns=true, parameters=true}"
org.apache.fontbox.afm.FontMetrics,getUnderlineThickness(),float,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.ttf.PostScriptTable,getUnderlineThickness(),short,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.type1.Type1Font,getUnderlineThickness(),float,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDFTemplateStructure,getPdSignature(),PDSignature,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.examples.signature.validation.CertInformationCollector$CertSignatureInformation,isSelfSigned(),boolean,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSigProperties,isVisualSignEnabled(),boolean,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.afm.FontMetrics,getFontBBox(),BoundingBox,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.graphics.state.PDGraphicsState,getCurrentClippingPath(),Area,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.common.function.PDFunctionType0,getFunctionType(),int,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.common.function.PDFunctionType2,getFunctionType(),int,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.common.function.PDFunctionType3,getFunctionType(),int,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.common.function.PDFunctionType4,getFunctionType(),int,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
