parent-FQN,method-signature,return-type,visibility,tags
org.apache.pdfbox.pdmodel.interactive.pagenavigation.PDThreadBead,getCOSObject(),COSDictionary,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.interactive.action.PDDocumentCatalogAdditionalActions,getCOSObject(),COSDictionary,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSeedValueCertificate,getCOSObject(),COSDictionary,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.interactive.pagenavigation.PDThread,getCOSObject(),COSDictionary,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.interactive.annotation.PDExternalDataDictionary,getCOSObject(),COSDictionary,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.common.PDNumberTreeNode,getCOSObject(),COSDictionary,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.font.encoding.DictionaryEncoding,getCOSObject(),COSBase,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.graphics.state.PDSoftMask,getCOSObject(),COSDictionary,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.PDDocumentInformation,getCOSObject(),COSDictionary,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.interactive.annotation.PDAppearanceEntry,getCOSObject(),COSBase,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.font.PDCIDSystemInfo,getCOSObject(),COSBase,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.interactive.annotation.PDAppearanceCharacteristicsDictionary,getCOSObject(),COSDictionary,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.graphics.optionalcontent.PDOptionalContentProperties,getCOSObject(),COSDictionary,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.interactive.action.PDFormFieldAdditionalActions,getCOSObject(),COSDictionary,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.graphics.PDFontSetting,getCOSObject(),COSBase,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.interactive.action.PDURIDictionary,getCOSObject(),COSDictionary,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.interactive.action.PDPageAdditionalActions,getCOSObject(),COSDictionary,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.interactive.measurement.PDViewportDictionary,getCOSObject(),COSDictionary,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.interactive.viewerpreferences.PDViewerPreferences,getCOSObject(),COSDictionary,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.graphics.state.PDExtendedGraphicsState,getCOSObject(),COSDictionary,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.graphics.color.PDColorSpace,getCOSObject(),COSBase,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.documentinterchange.prepress.PDBoxStyle,getCOSObject(),COSDictionary,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSeedValue,getCOSObject(),COSDictionary,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.interactive.form.PDXFAResource,getCOSObject(),COSBase,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.PDDocumentNameDictionary,getCOSObject(),COSDictionary,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.interactive.action.PDWindowsLaunchParams,getCOSObject(),COSDictionary,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.PDPage,getCOSObject(),COSDictionary,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.font.encoding.MacRomanEncoding,getCOSObject(),COSBase,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.graphics.shading.PDShading,getCOSObject(),COSDictionary,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.common.PDPageLabelRange,getCOSObject(),COSDictionary,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.common.PDRange,getCOSObject(),COSBase,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.graphics.color.PDOutputIntent,getCOSObject(),COSBase,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.interactive.measurement.PDMeasureDictionary,getCOSObject(),COSDictionary,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.interactive.form.PDField,getCOSObject(),COSDictionary,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.PDPageTree,getCOSObject(),COSDictionary,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.font.PDCIDFont,getCOSObject(),COSDictionary,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.fdf.FDFCatalog,getCOSObject(),COSDictionary,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.graphics.pattern.PDAbstractPattern,getCOSObject(),COSDictionary,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.interactive.action.PDTargetDirectory,getCOSObject(),COSDictionary,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.graphics.image.PDInlineImage,getCOSObject(),COSBase,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSeedValueTimeStamp,getCOSObject(),COSDictionary,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.fdf.FDFOptionElement,getCOSObject(),COSBase,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.fdf.FDFPage,getCOSObject(),COSDictionary,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.fdf.FDFJavaScript,getCOSObject(),COSDictionary,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDMarkedContentReference,getCOSObject(),COSDictionary,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDStructureNode,getCOSObject(),COSDictionary,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.font.encoding.StandardEncoding,getCOSObject(),COSBase,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDFourColours,getCOSObject(),COSBase,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.graphics.form.PDTransparencyGroupAttributes,getCOSObject(),COSDictionary,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.font.PDFontDescriptor,getCOSObject(),COSDictionary,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.interactive.annotation.PDAppearanceDictionary,getCOSObject(),COSDictionary,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotation,getCOSObject(),COSDictionary,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.util.filetypedetector.ByteTrie,getMaxDepth(),int,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.graphics.image.PNGConverter,"updateCrc(byte[],int,int)",int,private,"{loops=true, multiple_statements=true, conditionals=false, local_variables=true, returns_primitives=true, static=true, ifs=false, switches=false, returns=true, parameters=true}"
org.apache.pdfbox.io.MemoryUsageSetting,useTempFile(),boolean,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.cff.CFFFont,getTopDict(),"Map<String, Object>",public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.ttf.HorizontalMetricsTable,getLeftSideBearing(int),int,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=true, switches=false, returns=true, parameters=true}"
org.apache.pdfbox.debugger.ui.PageEntry,getPageNum(),int,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.ttf.OS2WindowsMetricsTable,getTypoLineGap(),int,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.io.ScratchFile,getPageSize(),int,,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.rendering.PDFRenderer,getPageImage(),BufferedImage,,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.ttf.OS2WindowsMetricsTable,getDefaultChar(),int,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.afm.FontMetrics,getMetricSets(),int,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.graphics.state.PDGraphicsState,getNonStrokingColorSpace(),PDColorSpace,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.font.PDCIDFontType0,getAverageCharacterWidth(),float,private,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdfparser.COSParser,isLenient(),boolean,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.encryption.PublicKeySecurityHandler,hasProtectionPolicy(),boolean,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler,hasProtectionPolicy(),boolean,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.cos.COSDocument,getXrefTable(),"Map<COSObjectKey, Long>",public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdfparser.XrefTrailerResolver,getXrefTable(),"Map<COSObjectKey, Long>",public,"{loops=false, multiple_statements=false, conditionals=true, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.xmpbox.type.AbstractComplexProperty,getAllNamespacesWithPrefix(),"Map<String, String>",public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.filter.DecodeOptions,isFilterSubsampled(),boolean,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.contentstream.PDFStreamEngine,getCurrentPage(),PDPage,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.ttf.OS2WindowsMetricsTable,getSubscriptXOffset(),short,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.cos.COSDocument,isDecrypted(),boolean,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.multipdf.PageExtractor,getStartPage(),int,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.text.PDFTextStripper,getStartPage(),int,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.afm.FontMetrics,getStandardHorizontalWidth(),float,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.font.PDPanoseClassification,getSerifStyle(),int,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.graphics.pattern.PDShadingPattern,getPatternType(),int,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.graphics.pattern.PDTilingPattern,getPatternType(),int,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.util.Matrix,getValues(),float[][],public,"{loops=false, multiple_statements=true, conditionals=false, local_variables=true, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.ttf.GlyfCompositeComp,getYTranslate(),int,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.examples.signature.validation.CertInformationCollector,getCertificateSet(),Set<X509Certificate>,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.graphics.shading.ShadedTriangle,getLine(),Line,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.ttf.OS2WindowsMetricsTable,getSubscriptYOffset(),short,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.afm.CharMetric,getW(),float[],public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.afm.KernPair,getX(),float,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.cos.COSBoolean,getValueAsObject(),Boolean,public,"{loops=false, multiple_statements=false, conditionals=true, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.text.TextPosition,getX(),float,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.util.Vector,getX(),float,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.afm.KernPair,getY(),float,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.preflight.action.AbstractActionManager,getAdditionalActionKey(),String,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.text.TextPosition,getY(),float,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.util.Vector,getY(),float,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.graphics.shading.ShadingContext,getBackground(),float[],,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.contentstream.operator.Operator,getImageData(),byte[],public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.encryption.SaslPrep,asciiControl(char),boolean,private,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=true, ifs=false, switches=false, returns=true, parameters=true}"
org.apache.pdfbox.preflight.font.container.FontContainer,getAllErrors(),List<ValidationError>,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.ttf.MaximumProfileTable,getMaxContours(),int,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.ttf.OS2WindowsMetricsTable,getBreakChar(),int,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.type1.Type1Font,getFontType(),int,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.xmpbox.type.Types,isDefined(),boolean,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.debugger.colorpane.DeviceNTableModel,getColumnClass(int),Class<?>,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=true, returns=true, parameters=true}"
org.apache.pdfbox.debugger.colorpane.IndexedTableModel,getColumnClass(int),Class<?>,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=true, returns=true, parameters=true}"
org.apache.pdfbox.pdmodel.graphics.state.PDTextState,getCharacterSpacing(),float,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.ttf.HeaderTable,getFontDirectionHint(),short,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.cff.CFFParser$CFFBuiltInEncoding$Supplement,getSID(),int,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.interactive.digitalsignature.SignatureOptions,getPreferredSignatureSize(),int,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.preflight.PreflightContext,getFileLen(),long,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.ttf.VerticalHeaderTable,getNumberOfVMetrics(),int,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.debugger.hexviewer.HexModel,elementIndexInLine(int),int,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=true, ifs=false, switches=false, returns=true, parameters=true}"
org.apache.pdfbox.pdfparser.BaseParser,isLF(int),boolean,private,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=true}"
org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDFTemplateStructure,getInnerFormStream(),PDStream,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.ttf.HeaderTable,getYMin(),short,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.ttf.HeaderTable,getGlyphDataFormat(),short,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.afm.FontMetrics,getFullName(),String,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.afm.FontMetrics,getCharacterSet(),String,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.type1.Type1Font,getFullName(),String,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.afm.FontMetrics,isBaseFont(),boolean,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.debugger.flagbitspane.PanoseFlag,getArmStyleValue(int),String,private,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=true}"
org.apache.xmpbox.schema.XMPSchemaFactory,getPropertyDefinition(),PropertiesDescription,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.pdmodel.graphics.state.PDGraphicsState,getNonStrokeAlphaConstant(),double,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.ttf.PostScriptTable,getMinMemType42(),long,public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=true, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.pdfbox.tools.AngleCollector,getAngles(),Set<Integer>,,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
org.apache.fontbox.cmap.CodespaceRange,getEnd(),byte[],public,"{loops=false, multiple_statements=false, conditionals=false, local_variables=false, returns_primitives=false, static=false, ifs=false, switches=false, returns=true, parameters=false}"
