,schemaTuple,visitedTest,timesVisitedTest,visitedProd,timesVisitedProd,id
1151,mutationcheckoutlinesupdate,False,0,False,0,
1152,mutationcheckoutremovepromocode,False,0,False,0,
1153,mutationcheckoutpaymentcreate,False,0,False,0,
1154,mutationcheckoutshippingaddressupdate,False,0,False,0,
1155,mutationcheckoutshippingmethodupdate,False,0,False,0,
1156,mutationappcreate,False,0,False,0,
1157,mutationappupdate,False,0,False,0,
1158,mutationappdelete,False,0,False,0,
1159,mutationapptokencreate,False,0,False,0,
1160,mutationapptokendelete,False,0,False,0,
1161,mutationapptokenverify,False,0,False,0,
1162,mutationappinstall,False,0,False,0,
1163,mutationappretryinstall,False,0,False,0,
1164,mutationappdeletefailedinstallation,False,0,False,0,
1165,mutationappfetchmanifest,False,0,False,0,
1166,mutationappactivate,False,0,False,0,
1167,mutationappdeactivate,False,0,False,0,
1168,mutationtokencreate,False,0,False,0,
1169,mutationtokenrefresh,False,0,False,0,
1170,mutationtokenverify,False,0,False,0,
1171,mutationtokensdeactivateall,False,0,False,0,
1172,mutationrequestpasswordreset,False,0,False,0,
1173,mutationconfirmaccount,False,0,False,0,
1174,mutationsetpassword,False,0,False,0,
1175,mutationpasswordchange,False,0,False,0,
1176,mutationrequestemailchange,False,0,False,0,
1177,mutationconfirmemailchange,False,0,False,0,
1178,mutationaccountaddresscreate,False,0,False,0,
1179,mutationaccountaddressupdate,False,0,False,0,
1180,mutationaccountaddressdelete,False,0,False,0,
1181,mutationaccountsetdefaultaddress,False,0,False,0,
1182,mutationaccountregister,False,0,False,0,
1183,mutationaccountupdate,False,0,False,0,
1184,mutationaccountrequestdeletion,False,0,False,0,
1185,mutationaccountdelete,False,0,False,0,
1186,mutationaddresscreate,False,0,False,0,
1187,mutationaddressupdate,False,0,False,0,
1188,mutationaddressdelete,False,0,False,0,
1189,mutationaddresssetdefault,False,0,False,0,
1190,mutationcustomercreate,False,0,False,0,
1191,mutationcustomerupdate,False,0,False,0,
1192,mutationcustomerdelete,False,0,False,0,
1193,mutationcustomerbulkdelete,False,0,False,0,
1194,mutationstaffcreate,False,0,False,0,
1195,mutationstaffupdate,False,0,False,0,
1196,mutationstaffdelete,False,0,False,0,
1197,mutationstaffbulkdelete,False,0,False,0,
1198,mutationuseravatarupdate,False,0,False,0,
1199,mutationuseravatardelete,False,0,False,0,
1200,mutationuserbulksetactive,False,0,False,0,
1201,mutationpermissiongroupcreate,False,0,False,0,
1202,mutationpermissiongroupupdate,False,0,False,0,
1203,mutationpermissiongroupdelete,False,0,False,0,
1204,webhookcreatewebhookerrors,False,0,False,0,
1205,webhookcreatewebhook,False,0,False,0,
1206,errorfield,False,0,False,0,
1207,errormessage,False,0,False,0,
1208,webhookerrorfield,False,0,False,0,
1209,webhookerrormessage,False,0,False,0,
1210,webhookerrorcode,False,0,False,0,
1211,webhookdeletewebhookerrors,False,0,False,0,
1212,webhookdeletewebhook,False,0,False,0,
1213,webhookupdatewebhookerrors,False,0,False,0,
1214,webhookupdatewebhook,False,0,False,0,
1215,warehousecreatewarehouseerrors,False,0,False,0,
1216,warehousecreatewarehouse,False,0,False,0,
1217,warehouseerrorfield,False,0,False,0,
1218,warehouseerrormessage,False,0,False,0,
1219,warehouseerrorcode,False,0,False,0,
1220,warehouseupdatewarehouseerrors,False,0,False,0,
1221,warehouseupdatewarehouse,False,0,False,0,
1222,warehousedeletewarehouseerrors,False,0,False,0,
1223,warehousedeletewarehouse,False,0,False,0,
1224,warehouseshippingzoneassignwarehouseerrors,False,0,False,0,
1225,warehouseshippingzoneassignwarehouse,False,0,False,0,
1226,warehouseshippingzoneunassignwarehouseerrors,False,0,False,0,
1227,warehouseshippingzoneunassignwarehouse,False,0,False,0,
1228,authorizationkeyaddauthorizationkey,False,0,False,0,
1229,authorizationkeyaddshop,False,0,False,0,
1230,authorizationkeyaddshoperrors,False,0,False,0,
1231,shoperrorfield,False,0,False,0,
1232,shoperrormessage,False,0,False,0,
1233,shoperrorcode,False,0,False,0,
1234,authorizationkeydeleteauthorizationkey,False,0,False,0,
1235,authorizationkeydeleteshop,False,0,False,0,
1236,authorizationkeydeleteshoperrors,False,0,False,0,
1237,staffnotificationrecipientcreateshoperrors,False,0,False,0,
1238,staffnotificationrecipientcreatestaffnotificationrecipient,False,0,False,0,
1239,staffnotificationrecipientupdateshoperrors,False,0,False,0,
1240,staffnotificationrecipientupdatestaffnotificationrecipient,False,0,False,0,
1241,staffnotificationrecipientdeleteshoperrors,False,0,False,0,
1242,staffnotificationrecipientdeletestaffnotificationrecipient,False,0,False,0,
1243,homepagecollectionupdateshop,False,0,False,0,
1244,homepagecollectionupdateshoperrors,False,0,False,0,
1245,shopdomainupdateshop,False,0,False,0,
1246,shopdomainupdateshoperrors,False,0,False,0,
1247,shopsettingsupdateshop,False,0,False,0,
1248,shopsettingsupdateshoperrors,False,0,False,0,
1249,shopfetchtaxratesshop,False,0,False,0,
1250,shopfetchtaxratesshoperrors,False,0,False,0,
1251,shopsettingstranslateshop,False,0,False,0,
1252,shopsettingstranslatetranslationerrors,False,0,False,0,
1253,translationerrorfield,False,0,False,0,
1254,translationerrormessage,False,0,False,0,
1255,translationerrorcode,False,0,False,0,
1256,shopaddressupdateshop,False,0,False,0,
1257,shopaddressupdateshoperrors,False,0,False,0,
1258,shippingpricecreateshippingzone,False,0,False,0,
1259,shippingpricecreateshippingerrors,False,0,False,0,
1260,shippingpricecreateshippingmethod,False,0,False,0,
1261,shippingerrorfield,False,0,False,0,
1262,shippingerrormessage,False,0,False,0,
1263,shippingerrorcode,False,0,False,0,
1264,shippingerrorwarehouses,False,0,False,0,
1265,shippingpricedeleteshippingmethod,False,0,False,0,
1266,shippingpricedeleteshippingzone,False,0,False,0,
1267,shippingpricedeleteshippingerrors,False,0,False,0,
1268,shippingpricebulkdeletecount,False,0,False,0,
1269,shippingpricebulkdeleteshippingerrors,False,0,False,0,
1270,shippingpriceupdateshippingzone,False,0,False,0,
1271,shippingpriceupdateshippingerrors,False,0,False,0,
1272,shippingpriceupdateshippingmethod,False,0,False,0,
1273,shippingpricetranslatetranslationerrors,False,0,False,0,
1274,shippingpricetranslateshippingmethod,False,0,False,0,
1275,shippingzonecreateshippingerrors,False,0,False,0,
1276,shippingzonecreateshippingzone,False,0,False,0,
1277,shippingzonedeleteshippingerrors,False,0,False,0,
1278,shippingzonedeleteshippingzone,False,0,False,0,
1279,shippingzonebulkdeletecount,False,0,False,0,
1280,shippingzonebulkdeleteshippingerrors,False,0,False,0,
1281,shippingzoneupdateshippingerrors,False,0,False,0,
1282,shippingzoneupdateshippingzone,False,0,False,0,
1283,attributecreateattribute,False,0,False,0,
1284,attributecreateproducterrors,False,0,False,0,
1285,producterrorfield,False,0,False,0,
1286,producterrormessage,False,0,False,0,
1287,producterrorcode,False,0,False,0,
1288,producterrorattributes,False,0,False,0,
1289,attributedeleteproducterrors,False,0,False,0,
1290,attributedeleteattribute,False,0,False,0,
1291,attributebulkdeletecount,False,0,False,0,
1292,attributebulkdeleteproducterrors,False,0,False,0,
1293,attributeassignproducttype,False,0,False,0,
1294,attributeassignproducterrors,False,0,False,0,
1295,attributeunassignproducttype,False,0,False,0,
1296,attributeunassignproducterrors,False,0,False,0,
1297,attributeupdateattribute,False,0,False,0,
1298,attributeupdateproducterrors,False,0,False,0,
1299,attributetranslatetranslationerrors,False,0,False,0,
1300,attributetranslateattribute,False,0,False,0,
1301,attributeupdatemetaproducterrors,False,0,False,0,
1302,attributeupdatemetaattribute,False,0,False,0,
1303,attributeclearmetaproducterrors,False,0,False,0,
1304,attributeclearmetaattribute,False,0,False,0,
1305,attributeupdateprivatemetaproducterrors,False,0,False,0,
1306,attributeupdateprivatemetaattribute,False,0,False,0,
1307,attributeclearprivatemetaproducterrors,False,0,False,0,
1308,attributeclearprivatemetaattribute,False,0,False,0,
1309,attributevaluecreateattribute,False,0,False,0,
1310,attributevaluecreateproducterrors,False,0,False,0,
1311,attributevaluecreateattributevalue,False,0,False,0,
1312,attributevaluedeleteattribute,False,0,False,0,
1313,attributevaluedeleteproducterrors,False,0,False,0,
1314,attributevaluedeleteattributevalue,False,0,False,0,
1315,attributevaluebulkdeletecount,False,0,False,0,
1316,attributevaluebulkdeleteproducterrors,False,0,False,0,
1317,attributevalueupdateattribute,False,0,False,0,
1318,attributevalueupdateproducterrors,False,0,False,0,
1319,attributevalueupdateattributevalue,False,0,False,0,
1320,attributevaluetranslatetranslationerrors,False,0,False,0,
1321,attributevaluetranslateattributevalue,False,0,False,0,
1322,attributereordervaluesattribute,False,0,False,0,
1323,attributereordervaluesproducterrors,False,0,False,0,
1324,categorycreateproducterrors,False,0,False,0,
1325,categorycreatecategory,False,0,False,0,
1326,categorydeleteproducterrors,False,0,False,0,
1327,categorydeletecategory,False,0,False,0,
1328,categorybulkdeletecount,False,0,False,0,
1329,categorybulkdeleteproducterrors,False,0,False,0,
1330,categoryupdateproducterrors,False,0,False,0,
1331,categoryupdatecategory,False,0,False,0,
1332,categorytranslatetranslationerrors,False,0,False,0,
1333,categorytranslatecategory,False,0,False,0,
1334,categoryupdatemetaproducterrors,False,0,False,0,
1335,categoryupdatemetacategory,False,0,False,0,
1336,categoryclearmetaproducterrors,False,0,False,0,
1337,categoryclearmetacategory,False,0,False,0,
1338,categoryupdateprivatemetaproducterrors,False,0,False,0,
1339,categoryupdateprivatemetacategory,False,0,False,0,
1340,categoryclearprivatemetaproducterrors,False,0,False,0,
1341,categoryclearprivatemetacategory,False,0,False,0,
1342,collectionaddproductscollection,False,0,False,0,
1343,collectionaddproductsproducterrors,False,0,False,0,
1344,collectioncreateproducterrors,False,0,False,0,
1345,collectioncreatecollection,False,0,False,0,
1346,collectiondeleteproducterrors,False,0,False,0,
1347,collectiondeletecollection,False,0,False,0,
1348,collectionreorderproductscollection,False,0,False,0,
1349,collectionreorderproductsproducterrors,False,0,False,0,
1350,collectionbulkdeletecount,False,0,False,0,
1351,collectionbulkdeleteproducterrors,False,0,False,0,
1352,collectionbulkpublishcount,False,0,False,0,
1353,collectionbulkpublishproducterrors,False,0,False,0,
1354,collectionremoveproductscollection,False,0,False,0,
1355,collectionremoveproductsproducterrors,False,0,False,0,
1356,collectionupdateproducterrors,False,0,False,0,
1357,collectionupdatecollection,False,0,False,0,
1358,collectiontranslatetranslationerrors,False,0,False,0,
1359,collectiontranslatecollection,False,0,False,0,
1360,collectionupdatemetaproducterrors,False,0,False,0,
1361,collectionupdatemetacollection,False,0,False,0,
1362,collectionclearmetaproducterrors,False,0,False,0,
1363,collectionclearmetacollection,False,0,False,0,
1364,collectionupdateprivatemetaproducterrors,False,0,False,0,
1365,collectionupdateprivatemetacollection,False,0,False,0,
1366,collectionclearprivatemetaproducterrors,False,0,False,0,
1367,collectionclearprivatemetacollection,False,0,False,0,
1368,productcreateproducterrors,False,0,False,0,
1369,productcreateproduct,False,0,False,0,
1370,productdeleteproducterrors,False,0,False,0,
1371,productdeleteproduct,False,0,False,0,
1372,productbulkdeletecount,False,0,False,0,
1373,productbulkdeleteproducterrors,False,0,False,0,
1374,productbulkpublishcount,False,0,False,0,
1375,productbulkpublishproducterrors,False,0,False,0,
1376,productupdateproducterrors,False,0,False,0,
1377,productupdateproduct,False,0,False,0,
1378,producttranslatetranslationerrors,False,0,False,0,
1379,producttranslateproduct,False,0,False,0,
1380,productupdatemetaproducterrors,False,0,False,0,
1381,productupdatemetaproduct,False,0,False,0,
1382,productclearmetaproducterrors,False,0,False,0,
1383,productclearmetaproduct,False,0,False,0,
1384,productupdateprivatemetaproducterrors,False,0,False,0,
1385,productupdateprivatemetaproduct,False,0,False,0,
1386,productclearprivatemetaproducterrors,False,0,False,0,
1387,productclearprivatemetaproduct,False,0,False,0,
1388,productsetavailabilityforpurchaseproduct,False,0,False,0,
1389,productsetavailabilityforpurchaseproducterrors,False,0,False,0,
1390,productimagecreateproduct,False,0,False,0,
1391,productimagecreateimage,False,0,False,0,
1392,productimagecreateproducterrors,False,0,False,0,
1393,productvariantreorderproduct,False,0,False,0,
1394,productvariantreorderproducterrors,False,0,False,0,
1395,productimagedeleteproduct,False,0,False,0,
1396,productimagedeleteimage,False,0,False,0,
1397,productimagedeleteproducterrors,False,0,False,0,
1398,productimagebulkdeletecount,False,0,False,0,
1399,productimagebulkdeleteproducterrors,False,0,False,0,
1400,productimagereorderproduct,False,0,False,0,
1401,productimagereorderimages,False,0,False,0,
1402,productimagereorderproducterrors,False,0,False,0,
1403,productimageupdateproduct,False,0,False,0,
1404,productimageupdateimage,False,0,False,0,
1405,productimageupdateproducterrors,False,0,False,0,
1406,producttypecreateproducterrors,False,0,False,0,
1407,producttypecreateproducttype,False,0,False,0,
1408,producttypedeleteproducterrors,False,0,False,0,
1409,producttypedeleteproducttype,False,0,False,0,
1410,producttypebulkdeletecount,False,0,False,0,
1411,producttypebulkdeleteproducterrors,False,0,False,0,
1412,producttypeupdateproducterrors,False,0,False,0,
1413,producttypeupdateproducttype,False,0,False,0,
1414,producttypereorderattributesproducttype,False,0,False,0,
1415,producttypereorderattributesproducterrors,False,0,False,0,
1416,producttypeupdatemetaproducterrors,False,0,False,0,
1417,producttypeupdatemetaproducttype,False,0,False,0,
1418,producttypeclearmetaproducterrors,False,0,False,0,
1419,producttypeclearmetaproducttype,False,0,False,0,
1420,producttypeupdateprivatemetaproducterrors,False,0,False,0,
1421,producttypeupdateprivatemetaproducttype,False,0,False,0,
1422,producttypeclearprivatemetaproducterrors,False,0,False,0,
1423,producttypeclearprivatemetaproducttype,False,0,False,0,
1424,digitalcontentcreatevariant,False,0,False,0,
1425,digitalcontentcreatecontent,False,0,False,0,
1426,digitalcontentcreateproducterrors,False,0,False,0,
1427,digitalcontentdeletevariant,False,0,False,0,
1428,digitalcontentdeleteproducterrors,False,0,False,0,
1429,digitalcontentupdatevariant,False,0,False,0,
1430,digitalcontentupdatecontent,False,0,False,0,
1431,digitalcontentupdateproducterrors,False,0,False,0,
1432,digitalcontenturlcreateproducterrors,False,0,False,0,
1433,digitalcontenturlcreatedigitalcontenturl,False,0,False,0,
1434,productvariantcreateproducterrors,False,0,False,0,
1435,productvariantcreateproductvariant,False,0,False,0,
1436,productvariantdeleteproducterrors,False,0,False,0,
1437,productvariantdeleteproductvariant,False,0,False,0,
1438,productvariantbulkcreatecount,False,0,False,0,
1439,productvariantbulkcreateproductvariants,False,0,False,0,
1440,productvariantbulkcreatebulkproducterrors,False,0,False,0,
1441,bulkproducterrorfield,False,0,False,0,
1442,bulkproducterrormessage,False,0,False,0,
1443,bulkproducterrorcode,False,0,False,0,
1444,bulkproducterrorattributes,False,0,False,0,
1445,bulkproducterrorindex,False,0,False,0,
1446,bulkproducterrorwarehouses,False,0,False,0,
1447,productvariantbulkdeletecount,False,0,False,0,
1448,productvariantbulkdeleteproducterrors,False,0,False,0,
1449,productvariantstockscreateproductvariant,False,0,False,0,
1450,productvariantstockscreatebulkstockerrors,False,0,False,0,
1451,bulkstockerrorfield,False,0,False,0,
1452,bulkstockerrormessage,False,0,False,0,
1453,bulkstockerrorcode,False,0,False,0,
1454,bulkstockerrorattributes,False,0,False,0,
1455,bulkstockerrorindex,False,0,False,0,
1456,productvariantstocksdeleteproductvariant,False,0,False,0,
1457,productvariantstocksdeletestockerrors,False,0,False,0,
1458,stockerrorfield,False,0,False,0,
1459,stockerrormessage,False,0,False,0,
1460,stockerrorcode,False,0,False,0,
1461,productvariantstocksupdateproductvariant,False,0,False,0,
1462,productvariantstocksupdatebulkstockerrors,False,0,False,0,
1463,productvariantupdateproducterrors,False,0,False,0,
1464,productvariantupdateproductvariant,False,0,False,0,
1465,productvariantsetdefaultproduct,False,0,False,0,
1466,productvariantsetdefaultproducterrors,False,0,False,0,
1467,productvarianttranslatetranslationerrors,False,0,False,0,
1468,productvarianttranslateproductvariant,False,0,False,0,
1469,productvariantupdatemetaproducterrors,False,0,False,0,
1470,productvariantupdatemetaproductvariant,False,0,False,0,
1471,productvariantclearmetaproducterrors,False,0,False,0,
1472,productvariantclearmetaproductvariant,False,0,False,0,
1473,productvariantupdateprivatemetaproducterrors,False,0,False,0,
1474,productvariantupdateprivatemetaproductvariant,False,0,False,0,
1475,productvariantclearprivatemetaproducterrors,False,0,False,0,
1476,productvariantclearprivatemetaproductvariant,False,0,False,0,
1477,variantimageassignproductvariant,False,0,False,0,
1478,variantimageassignimage,False,0,False,0,
1479,variantimageassignproducterrors,False,0,False,0,
1480,variantimageunassignproductvariant,False,0,False,0,
1481,variantimageunassignimage,False,0,False,0,
1482,variantimageunassignproducterrors,False,0,False,0,
1483,paymentcapturepayment,False,0,False,0,
1484,paymentcapturepaymenterrors,False,0,False,0,
1485,paymenterrorfield,True,3,False,0,
1486,paymenterrormessage,True,3,False,0,
1487,paymenterrorcode,True,3,False,0,
1488,paymentrefundpayment,False,0,False,0,
1489,paymentrefundpaymenterrors,False,0,False,0,
1490,paymentvoidpayment,False,0,False,0,
1491,paymentvoidpaymenterrors,False,0,False,0,
1492,pagecreatepageerrors,False,0,False,0,
1493,pagecreatepage,False,0,False,0,
1494,pageerrorfield,False,0,False,0,
1495,pageerrormessage,False,0,False,0,
1496,pageerrorcode,False,0,False,0,
1497,pagedeletepageerrors,False,0,False,0,
1498,pagedeletepage,False,0,False,0,
1499,pagebulkdeletecount,False,0,False,0,
1500,pagebulkdeletepageerrors,False,0,False,0,
1501,pagebulkpublishcount,False,0,False,0,
1502,pagebulkpublishpageerrors,False,0,False,0,
1503,pageupdatepageerrors,False,0,False,0,
1504,pageupdatepage,False,0,False,0,
1505,pagetranslatetranslationerrors,False,0,False,0,
1506,pagetranslatepage,False,0,False,0,
1507,draftordercompleteorder,False,0,False,0,
1508,draftordercompleteordererrors,False,0,False,0,
1509,ordererrorfield,True,1,False,0,
1510,ordererrormessage,False,0,False,0,
1511,ordererrorcode,True,1,False,0,
1512,ordererrorwarehouse,False,0,False,0,
1513,ordererrororderline,False,0,False,0,
1514,draftordercreateordererrors,False,0,False,0,
1515,draftordercreateorder,False,0,False,0,
1516,draftorderdeleteordererrors,False,0,False,0,
1517,draftorderdeleteorder,False,0,False,0,
1518,draftorderbulkdeletecount,False,0,False,0,
1519,draftorderbulkdeleteordererrors,False,0,False,0,
1520,draftorderlinesbulkdeletecount,False,0,False,0,
1521,draftorderlinesbulkdeleteordererrors,False,0,False,0,
1522,draftorderlinescreateorder,False,0,False,0,
1523,draftorderlinescreateorderlines,False,0,False,0,
1524,draftorderlinescreateordererrors,False,0,False,0,
1525,draftorderlinedeleteorder,False,0,False,0,
1526,draftorderlinedeleteorderline,False,0,False,0,
1527,draftorderlinedeleteordererrors,False,0,False,0,
1528,draftorderlineupdateorder,False,0,False,0,
1529,draftorderlineupdateordererrors,False,0,False,0,
1530,draftorderlineupdateorderline,False,0,False,0,
1531,draftorderupdateordererrors,False,0,False,0,
1532,draftorderupdateorder,False,0,False,0,
1533,orderaddnoteorder,False,0,False,0,
1534,orderaddnoteevent,False,0,False,0,
1535,orderaddnoteordererrors,False,0,False,0,
1536,ordercancelorder,False,0,False,0,
1537,ordercancelordererrors,False,0,False,0,
1538,ordercaptureorder,False,0,False,0,
1539,ordercaptureordererrors,False,0,False,0,
1540,orderclearprivatemetaorder,False,0,False,0,
1541,orderclearmetaorder,False,0,False,0,
1542,orderfulfillfulfillments,False,0,False,0,
1543,orderfulfillorder,False,0,False,0,
1544,orderfulfillordererrors,False,0,False,0,
1545,fulfillmentcancelfulfillment,False,0,False,0,
1546,fulfillmentcancelorder,False,0,False,0,
1547,fulfillmentcancelordererrors,False,0,False,0,
1548,fulfillmentupdatetrackingfulfillment,False,0,False,0,
1549,fulfillmentupdatetrackingorder,False,0,False,0,
1550,fulfillmentupdatetrackingordererrors,False,0,False,0,
1551,fulfillmentclearmetafulfillment,False,0,False,0,
1552,fulfillmentclearprivatemetafulfillment,False,0,False,0,
1553,fulfillmentupdatemetafulfillment,False,0,False,0,
1554,fulfillmentupdateprivatemetafulfillment,False,0,False,0,
1555,ordermarkaspaidorder,False,0,False,0,
1556,ordermarkaspaidordererrors,False,0,False,0,
1557,orderrefundorder,False,0,False,0,
1558,orderrefundordererrors,False,0,False,0,
1559,orderupdateordererrors,False,0,False,0,
1560,orderupdateorder,False,0,False,0,
1561,orderupdatemetaorder,False,0,False,0,
1562,orderupdateprivatemetaorder,False,0,False,0,
1563,orderupdateshippingorder,False,0,False,0,
1564,orderupdateshippingordererrors,False,0,False,0,
1565,ordervoidorder,False,0,False,0,
1566,ordervoidordererrors,False,0,False,0,
1567,orderbulkcancelcount,False,0,False,0,
1568,orderbulkcancelordererrors,False,0,False,0,
1569,deletemetadatametadataerrors,False,0,False,0,
1570,deletemetadataitem,False,0,False,0,
1571,metadataerrorfield,False,0,False,0,
1572,metadataerrormessage,False,0,False,0,
1573,metadataerrorcode,False,0,False,0,
1574,deleteprivatemetadatametadataerrors,False,0,False,0,
1575,deleteprivatemetadataitem,False,0,False,0,
1576,updatemetadatametadataerrors,False,0,False,0,
1577,updatemetadataitem,False,0,False,0,
1578,updateprivatemetadatametadataerrors,False,0,False,0,
1579,updateprivatemetadataitem,False,0,False,0,
1580,assignnavigationmenu,False,0,False,0,
1581,assignnavigationmenuerrors,False,0,False,0,
1582,menuerrorfield,False,0,False,0,
1583,menuerrormessage,False,0,False,0,
1584,menuerrorcode,False,0,False,0,
1585,menucreatemenuerrors,False,0,False,0,
1586,menucreatemenu,False,0,False,0,
1587,menudeletemenuerrors,False,0,False,0,
1588,menudeletemenu,False,0,False,0,
1589,menubulkdeletecount,False,0,False,0,
1590,menubulkdeletemenuerrors,False,0,False,0,
1591,menuupdatemenuerrors,False,0,False,0,
1592,menuupdatemenu,False,0,False,0,
1593,menuitemcreatemenuerrors,False,0,False,0,
1594,menuitemcreatemenuitem,False,0,False,0,
1595,menuitemdeletemenuerrors,False,0,False,0,
1596,menuitemdeletemenuitem,False,0,False,0,
1597,menuitembulkdeletecount,False,0,False,0,
1598,menuitembulkdeletemenuerrors,False,0,False,0,
1599,menuitemupdatemenuerrors,False,0,False,0,
1600,menuitemupdatemenuitem,False,0,False,0,
1601,menuitemtranslatetranslationerrors,False,0,False,0,
1602,menuitemtranslatemenuitem,False,0,False,0,
1603,menuitemmovemenu,False,0,False,0,
1604,menuitemmovemenuerrors,False,0,False,0,
1605,invoicerequestorder,False,0,False,0,
1606,invoicerequestinvoiceerrors,False,0,False,0,
1607,invoicerequestinvoice,False,0,False,0,
1608,invoiceerrorfield,False,0,False,0,
1609,invoiceerrormessage,False,0,False,0,
1610,invoiceerrorcode,False,0,False,0,
1611,invoicerequestdeleteinvoiceerrors,False,0,False,0,
1612,invoicerequestdeleteinvoice,False,0,False,0,
1613,invoicecreateinvoiceerrors,False,0,False,0,
1614,invoicecreateinvoice,False,0,False,0,
1615,invoicedeleteinvoiceerrors,False,0,False,0,
1616,invoicedeleteinvoice,False,0,False,0,
1617,invoiceupdateinvoiceerrors,False,0,False,0,
1618,invoiceupdateinvoice,False,0,False,0,
1619,invoicesendemailinvoiceerrors,False,0,False,0,
1620,invoicesendemailinvoice,False,0,False,0,
1621,giftcardactivategiftcard,False,0,False,0,
1622,giftcardactivategiftcarderrors,False,0,False,0,
1623,giftcarderrorfield,False,0,False,0,
1624,giftcarderrormessage,False,0,False,0,
1625,giftcarderrorcode,False,0,False,0,
1626,giftcardcreategiftcarderrors,False,0,False,0,
1627,giftcardcreategiftcard,False,0,False,0,
1628,giftcarddeactivategiftcard,False,0,False,0,
1629,giftcarddeactivategiftcarderrors,False,0,False,0,
1630,giftcardupdategiftcarderrors,False,0,False,0,
1631,giftcardupdategiftcard,False,0,False,0,
1632,pluginupdateplugin,False,0,False,0,
1633,pluginupdatepluginserrors,False,0,False,0,
1634,pluginerrorfield,False,0,False,0,
1635,pluginerrormessage,False,0,False,0,
1636,pluginerrorcode,False,0,False,0,
1637,salecreatediscounterrors,False,0,False,0,
1638,salecreatesale,False,0,False,0,
1639,discounterrorfield,False,0,False,0,
1640,discounterrormessage,False,0,False,0,
1641,discounterrorcode,False,0,False,0,
1642,saledeletediscounterrors,False,0,False,0,
1643,saledeletesale,False,0,False,0,
1644,salebulkdeletecount,False,0,False,0,
1645,salebulkdeletediscounterrors,False,0,False,0,
1646,saleupdatediscounterrors,False,0,False,0,
1647,saleupdatesale,False,0,False,0,
1648,saleaddcataloguessale,False,0,False,0,
1649,saleaddcataloguesdiscounterrors,False,0,False,0,
1650,saleremovecataloguessale,False,0,False,0,
1651,saleremovecataloguesdiscounterrors,False,0,False,0,
1652,saletranslatetranslationerrors,False,0,False,0,
1653,saletranslatesale,False,0,False,0,
1654,vouchercreatediscounterrors,False,0,False,0,
1655,vouchercreatevoucher,False,0,False,0,
1656,voucherdeletediscounterrors,False,0,False,0,
1657,voucherdeletevoucher,False,0,False,0,
1658,voucherbulkdeletecount,False,0,False,0,
1659,voucherbulkdeletediscounterrors,False,0,False,0,
1660,voucherupdatediscounterrors,False,0,False,0,
1661,voucherupdatevoucher,False,0,False,0,
1662,voucheraddcataloguesvoucher,False,0,False,0,
1663,voucheraddcataloguesdiscounterrors,False,0,False,0,
1664,voucherremovecataloguesvoucher,False,0,False,0,
1665,voucherremovecataloguesdiscounterrors,False,0,False,0,
1666,vouchertranslatetranslationerrors,False,0,False,0,
1667,vouchertranslatevoucher,False,0,False,0,
1668,exportproductsexportfile,False,0,False,0,
1669,exportproductsexporterrors,False,0,False,0,
1670,exporterrorfield,False,0,False,0,
1671,exporterrormessage,False,0,False,0,
1672,exporterrorcode,False,0,False,0,
1673,checkoutaddpromocodecheckout,False,0,False,0,
1674,checkoutaddpromocodecheckouterrors,False,0,False,0,
1675,checkouterrorfield,True,16,False,0,
1676,checkouterrormessage,True,16,False,0,
1677,checkouterrorcode,True,16,False,0,
1678,checkouterrorvariants,False,0,False,0,
1679,checkoutbillingaddressupdatecheckout,False,0,False,0,
1680,checkoutbillingaddressupdatecheckouterrors,False,0,False,0,
1681,checkoutcompleteorder,False,0,False,0,
1682,checkoutcompleteconfirmationneeded,False,0,False,0,
1683,checkoutcompleteconfirmationdata,False,0,False,0,
1684,checkoutcompletecheckouterrors,False,0,False,0,
1685,checkoutcreatecreated,False,0,False,0,
1686,checkoutcreatecheckouterrors,False,0,False,0,
1687,checkoutcreatecheckout,False,0,False,0,
1688,checkoutcustomerattachcheckout,False,0,False,0,
1689,checkoutcustomerattachcheckouterrors,False,0,False,0,
1690,checkoutcustomerdetachcheckout,False,0,False,0,
1691,checkoutcustomerdetachcheckouterrors,False,0,False,0,
1692,checkoutemailupdatecheckout,False,0,False,0,
1693,checkoutemailupdatecheckouterrors,False,0,False,0,
1694,checkoutlinedeletecheckout,False,0,False,0,
1695,checkoutlinedeletecheckouterrors,False,0,False,0,
1696,checkoutlinesaddcheckout,False,0,False,0,
1697,checkoutlinesaddcheckouterrors,False,0,False,0,
1698,checkoutlinesupdatecheckout,False,0,False,0,
1699,checkoutlinesupdatecheckouterrors,False,0,False,0,
1700,checkoutremovepromocodecheckout,False,0,False,0,
1701,checkoutremovepromocodecheckouterrors,False,0,False,0,
1702,checkoutpaymentcreatecheckout,False,0,False,0,
1703,checkoutpaymentcreatepayment,False,0,False,0,
1704,checkoutpaymentcreatepaymenterrors,False,0,False,0,
1705,checkoutshippingaddressupdatecheckout,False,0,False,0,
1706,checkoutshippingaddressupdatecheckouterrors,False,0,False,0,
1707,checkoutshippingmethodupdatecheckout,False,0,False,0,
1708,checkoutshippingmethodupdatecheckouterrors,False,0,False,0,
1709,checkoutupdatemetacheckouterrors,False,0,False,0,
1710,checkoutupdatemetacheckout,False,0,False,0,
1711,checkoutclearmetacheckouterrors,False,0,False,0,
