,schemaTuple,visitedTest,timesVisitedTest,visitedProd,timesVisitedProd,id
292,producttypecountableconnectiontotalcount,True,1,False,0,
293,producttypecountableedgenode,True,29,True,5,2f06f8f2-e133-54e6-9a86-48ed8c93c02d
294,producttypecountableedgecursor,False,0,False,0,
295,attributevalueid,True,83,True,109,abbb5a1a-9bf6-515c-b736-94054e370f68
296,attributevaluename,True,136,True,136,abbb5a1a-9bf6-515c-b736-94054e370f68
297,attributevalueslug,True,29,True,52,abbb5a1a-9bf6-515c-b736-94054e370f68
298,attributevaluetranslation,True,3,True,2,750c5a5f-7b07-5dc0-b108-aba10e026cf0
299,attributevalueinputtype,True,1,False,0,
300,attributevaluetranslationid,True,1,True,2,750c5a5f-7b07-5dc0-b108-aba10e026cf0
301,attributevaluetranslationname,True,4,True,2,750c5a5f-7b07-5dc0-b108-aba10e026cf0
302,attributevaluetranslationlanguage,True,2,False,0,
303,attributetranslationid,True,1,True,2,750c5a5f-7b07-5dc0-b108-aba10e026cf0
304,attributetranslationname,True,3,True,2,750c5a5f-7b07-5dc0-b108-aba10e026cf0
305,attributetranslationlanguage,True,1,False,0,
306,attributecountableconnectionpageinfo,True,15,True,13,c300ed7a-d946-5621-9699-9187f7ce1f94
307,attributecountableconnectionedges,True,77,True,59,abbb5a1a-9bf6-515c-b736-94054e370f68
308,attributecountableconnectiontotalcount,True,4,True,6,c300ed7a-d946-5621-9699-9187f7ce1f94
309,attributecountableedgenode,True,77,True,59,abbb5a1a-9bf6-515c-b736-94054e370f68
310,attributecountableedgecursor,False,0,False,0,
311,categoryseotitle,True,17,True,49,abbb5a1a-9bf6-515c-b736-94054e370f68
312,categoryseodescription,True,17,True,49,abbb5a1a-9bf6-515c-b736-94054e370f68
313,categoryid,True,110,True,191,b659efb9-bdb4-5d65-a4f3-d1dc2d69a1fe
314,categoryname,True,145,True,187,b659efb9-bdb4-5d65-a4f3-d1dc2d69a1fe
315,categorydescription,False,0,False,0,
316,categorydescriptionjson,True,2,True,15,1146ff2a-92ed-5954-b529-eba1c7e85852
317,categoryslug,True,2,True,4,1146ff2a-92ed-5954-b529-eba1c7e85852
318,categoryparent,True,3,True,4,1146ff2a-92ed-5954-b529-eba1c7e85852
319,categorylevel,False,0,False,0,
320,categoryprivatemetadata,True,4,False,0,
321,categorymetadata,True,4,False,0,
322,categoryancestors,True,25,True,34,abbb5a1a-9bf6-515c-b736-94054e370f68
323,categoryproducts,True,31,True,23,1146ff2a-92ed-5954-b529-eba1c7e85852
324,categorychildren,True,20,True,9,1146ff2a-92ed-5954-b529-eba1c7e85852
325,categorybackgroundimage,True,19,True,38,abbb5a1a-9bf6-515c-b736-94054e370f68
326,categorytranslation,True,3,True,11,19bf81c6-5af8-5654-823f-cc9970b2ab14
327,categorycountableconnectionpageinfo,True,20,True,25,e4e7084e-b994-55e8-a8e5-77366e8926bf
328,categorycountableconnectionedges,True,71,True,65,abbb5a1a-9bf6-515c-b736-94054e370f68
329,categorycountableconnectiontotalcount,True,14,True,5,1146ff2a-92ed-5954-b529-eba1c7e85852
330,categorycountableedgenode,True,71,True,65,abbb5a1a-9bf6-515c-b736-94054e370f68
331,categorycountableedgecursor,False,0,False,0,
332,imageurl,True,207,True,254,b659efb9-bdb4-5d65-a4f3-d1dc2d69a1fe
333,imagealt,True,85,True,90,b659efb9-bdb4-5d65-a4f3-d1dc2d69a1fe
334,categorytranslationseotitle,True,1,True,11,19bf81c6-5af8-5654-823f-cc9970b2ab14
335,categorytranslationseodescription,True,1,True,11,19bf81c6-5af8-5654-823f-cc9970b2ab14
336,categorytranslationid,True,1,True,11,19bf81c6-5af8-5654-823f-cc9970b2ab14
337,categorytranslationname,True,4,True,11,19bf81c6-5af8-5654-823f-cc9970b2ab14
338,categorytranslationdescription,False,0,False,0,
339,categorytranslationdescriptionjson,True,1,True,11,19bf81c6-5af8-5654-823f-cc9970b2ab14
340,categorytranslationlanguage,True,3,True,11,19bf81c6-5af8-5654-823f-cc9970b2ab14
341,productvariantid,True,61,True,48,fde2fd5f-b03b-53c5-8d01-0ef066c70882
342,productvariantname,True,66,True,42,fde2fd5f-b03b-53c5-8d01-0ef066c70882
343,productvariantsku,True,64,True,42,fde2fd5f-b03b-53c5-8d01-0ef066c70882
344,productvariantproduct,True,46,True,17,fde2fd5f-b03b-53c5-8d01-0ef066c70882
345,productvarianttrackinventory,False,0,True,12,2367594c-e4f7-5fb3-9d1d-780a31269703
346,productvariantweight,True,1,True,1,0e993b0d-8154-5867-a1ad-f841abd6d178
347,productvariantprivatemetadata,True,4,False,0,
348,productvariantmetadata,True,4,False,0,
349,productvariantprice,True,2,True,2,2367594c-e4f7-5fb3-9d1d-780a31269703
350,productvariantpricing,True,52,True,29,fde2fd5f-b03b-53c5-8d01-0ef066c70882
351,productvariantattributes,True,45,True,39,fde2fd5f-b03b-53c5-8d01-0ef066c70882
352,productvariantcostprice,True,2,True,1,0e993b0d-8154-5867-a1ad-f841abd6d178
353,productvariantmargin,True,1,True,1,2367594c-e4f7-5fb3-9d1d-780a31269703
354,productvariantquantityordered,True,3,True,1,26f38406-14ac-5aa1-bd63-cc80a43d0e85
355,productvariantrevenue,True,2,True,1,26f38406-14ac-5aa1-bd63-cc80a43d0e85
356,productvariantimages,True,11,True,16,aab5d543-5d43-5852-9dc6-de6993ce09c3
357,productvarianttranslation,True,2,False,0,
358,productvariantdigitalcontent,True,2,False,0,
359,productvariantstocks,True,3,True,12,2367594c-e4f7-5fb3-9d1d-780a31269703
360,productvariantquantityavailable,True,53,True,27,fde2fd5f-b03b-53c5-8d01-0ef066c70882
361,variantpricinginfoonsale,True,48,True,27,fde2fd5f-b03b-53c5-8d01-0ef066c70882
362,variantpricinginfodiscount,True,1,False,0,
363,variantpricinginfodiscountlocalcurrency,True,2,False,0,
364,variantpricinginfoprice,True,50,True,27,fde2fd5f-b03b-53c5-8d01-0ef066c70882
365,variantpricinginfopriceundiscounted,True,52,True,29,fde2fd5f-b03b-53c5-8d01-0ef066c70882
366,variantpricinginfopricelocalcurrency,True,2,False,0,
367,taxedmoneycurrency,True,34,True,8,7cb4bf3d-e621-5c8b-bf51-51d512a56a7d
368,taxedmoneygross,True,206,True,119,b659efb9-bdb4-5d65-a4f3-d1dc2d69a1fe
369,taxedmoneynet,True,82,True,84,b659efb9-bdb4-5d65-a4f3-d1dc2d69a1fe
370,taxedmoneytax,False,0,False,0,
371,selectedattributeattribute,True,78,True,47,fde2fd5f-b03b-53c5-8d01-0ef066c70882
372,selectedattributevalues,True,74,True,58,fde2fd5f-b03b-53c5-8d01-0ef066c70882
373,productimageid,True,23,True,32,aab5d543-5d43-5852-9dc6-de6993ce09c3
374,productimagesortorder,False,0,True,2,2367594c-e4f7-5fb3-9d1d-780a31269703
375,productimagealt,True,20,True,30,aab5d543-5d43-5852-9dc6-de6993ce09c3
376,productimageurl,True,23,True,32,aab5d543-5d43-5852-9dc6-de6993ce09c3
377,productvarianttranslationid,False,0,False,0,
378,productvarianttranslationname,True,5,False,0,
379,productvarianttranslationlanguage,True,2,False,0,
380,digitalcontentusedefaultsettings,False,0,False,0,
381,digitalcontentautomaticfulfillment,False,0,False,0,
382,digitalcontentproductvariant,False,0,False,0,
383,digitalcontentcontentfile,True,1,False,0,
384,digitalcontentmaxdownloads,False,0,False,0,
385,digitalcontenturlvaliddays,False,0,False,0,
386,digitalcontenturls,False,0,False,0,
387,digitalcontentid,True,3,False,0,
388,digitalcontentprivatemetadata,True,4,False,0,
389,digitalcontentmetadata,True,4,False,0,
390,digitalcontenturlcontent,False,0,False,0,
391,digitalcontenturlcreated,False,0,False,0,
392,digitalcontenturldownloadnum,False,0,False,0,
393,digitalcontenturlid,False,0,False,0,
394,digitalcontenturlurl,False,0,False,0,
395,digitalcontenturltoken,False,0,False,0,
396,stockwarehouse,True,5,True,12,2367594c-e4f7-5fb3-9d1d-780a31269703
397,stockproductvariant,True,3,False,0,
398,stockquantity,True,5,True,12,2367594c-e4f7-5fb3-9d1d-780a31269703
399,stockid,True,7,True,12,2367594c-e4f7-5fb3-9d1d-780a31269703
400,stockquantityallocated,True,5,True,12,2367594c-e4f7-5fb3-9d1d-780a31269703
401,productpricinginfoonsale,True,34,True,63,b659efb9-bdb4-5d65-a4f3-d1dc2d69a1fe
402,productpricinginfodiscount,True,1,False,0,
403,productpricinginfodiscountlocalcurrency,False,0,False,0,
404,productpricinginfopricerange,True,47,True,63,b659efb9-bdb4-5d65-a4f3-d1dc2d69a1fe
405,productpricinginfopricerangeundiscounted,True,52,True,73,b659efb9-bdb4-5d65-a4f3-d1dc2d69a1fe
406,productpricinginfopricerangelocalcurrency,True,1,False,0,
407,taxedmoneyrangestart,True,100,True,136,b659efb9-bdb4-5d65-a4f3-d1dc2d69a1fe
408,taxedmoneyrangestop,True,79,True,136,b659efb9-bdb4-5d65-a4f3-d1dc2d69a1fe
409,marginstart,True,1,True,1,2367594c-e4f7-5fb3-9d1d-780a31269703
410,marginstop,True,1,True,1,2367594c-e4f7-5fb3-9d1d-780a31269703
411,collectionseotitle,True,4,True,7,34227c34-2c4b-5544-a912-b29c79852e46
412,collectionseodescription,True,4,True,7,34227c34-2c4b-5544-a912-b29c79852e46
413,collectionid,True,28,True,23,e4878bc5-cf6f-5290-8403-b17f788b3985
414,collectionname,True,46,True,18,e4878bc5-cf6f-5290-8403-b17f788b3985
415,collectiondescription,True,1,False,0,
416,collectiondescriptionjson,True,1,True,2,db4f0f3b-19a7-5155-a307-bd0020f9c5d3
417,collectionpublicationdate,True,2,True,5,c80c2b78-658f-5fba-8558-cff8ddd82c3d
418,collectionslug,True,4,True,5,34227c34-2c4b-5544-a912-b29c79852e46
419,collectionprivatemetadata,True,4,False,0,
420,collectionmetadata,True,4,False,0,
421,collectionproducts,True,17,True,6,8a53e3f0-038a-5a80-b075-08e0c158c834
422,collectionbackgroundimage,True,5,True,5,34227c34-2c4b-5544-a912-b29c79852e46
423,collectiontranslation,True,3,True,2,db4f0f3b-19a7-5155-a307-bd0020f9c5d3
424,collectionispublished,True,9,True,6,c80c2b78-658f-5fba-8558-cff8ddd82c3d
425,collectiontranslationseotitle,True,1,True,2,db4f0f3b-19a7-5155-a307-bd0020f9c5d3
426,collectiontranslationseodescription,True,1,True,2,db4f0f3b-19a7-5155-a307-bd0020f9c5d3
427,collectiontranslationid,True,1,True,2,db4f0f3b-19a7-5155-a307-bd0020f9c5d3
428,collectiontranslationname,True,6,True,2,db4f0f3b-19a7-5155-a307-bd0020f9c5d3
429,collectiontranslationdescription,False,0,False,0,
430,collectiontranslationdescriptionjson,True,1,True,2,db4f0f3b-19a7-5155-a307-bd0020f9c5d3
431,collectiontranslationlanguage,True,3,True,2,db4f0f3b-19a7-5155-a307-bd0020f9c5d3
432,collectiontranslatablecontentseotitle,False,0,False,0,
433,collectiontranslatablecontentseodescription,False,0,False,0,
434,collectiontranslatablecontentid,True,3,False,0,
435,collectiontranslatablecontentname,True,3,False,0,
436,collectiontranslatablecontentdescription,False,0,False,0,
437,collectiontranslatablecontentdescriptionjson,False,0,False,0,
438,collectiontranslatablecontenttranslation,True,3,False,0,
439,collectiontranslatablecontentcollection,True,3,False,0,
440,categorytranslatablecontentseotitle,False,0,False,0,
441,categorytranslatablecontentseodescription,False,0,False,0,
442,categorytranslatablecontentid,True,1,False,0,
443,categorytranslatablecontentname,True,1,False,0,
444,categorytranslatablecontentdescription,False,0,False,0,
445,categorytranslatablecontentdescriptionjson,False,0,False,0,
446,categorytranslatablecontenttranslation,True,1,False,0,
447,categorytranslatablecontentcategory,True,1,False,0,
448,attributetranslatablecontentid,True,1,False,0,
449,attributetranslatablecontentname,True,1,False,0,
450,attributetranslatablecontenttranslation,True,1,False,0,
451,attributetranslatablecontentattribute,True,1,False,0,
452,attributevaluetranslatablecontentid,True,1,False,0,
453,attributevaluetranslatablecontentname,True,1,False,0,
454,attributevaluetranslatablecontenttranslation,True,1,False,0,
455,attributevaluetranslatablecontentattributevalue,True,1,False,0,
456,productvarianttranslatablecontentid,True,3,False,0,
457,productvarianttranslatablecontentname,True,3,False,0,
458,productvarianttranslatablecontenttranslation,True,3,False,0,
459,productvarianttranslatablecontentproductvariant,True,3,False,0,
460,pagetranslatablecontentseotitle,False,0,False,0,
461,pagetranslatablecontentseodescription,False,0,False,0,
462,pagetranslatablecontentid,True,3,False,0,
463,pagetranslatablecontenttitle,True,3,False,0,
464,pagetranslatablecontentcontent,False,0,False,0,
465,pagetranslatablecontentcontentjson,False,0,False,0,
466,pagetranslatablecontenttranslation,True,3,False,0,
467,pagetranslatablecontentpage,True,3,False,0,
468,pagetranslationseotitle,False,0,True,2,67d4f373-2df9-5050-9cc6-8475ff84b884
469,pagetranslationseodescription,False,0,True,2,67d4f373-2df9-5050-9cc6-8475ff84b884
470,pagetranslationid,False,0,True,2,67d4f373-2df9-5050-9cc6-8475ff84b884
471,pagetranslationtitle,True,5,True,2,67d4f373-2df9-5050-9cc6-8475ff84b884
472,pagetranslationcontent,False,0,False,0,
473,pagetranslationcontentjson,False,0,True,2,67d4f373-2df9-5050-9cc6-8475ff84b884
474,pagetranslationlanguage,True,2,True,2,67d4f373-2df9-5050-9cc6-8475ff84b884
475,pageseotitle,False,0,True,5,1789c80c-e3ac-57d3-8e3e-0dc894bba1a5
476,pageseodescription,False,0,True,5,1789c80c-e3ac-57d3-8e3e-0dc894bba1a5
477,pageid,True,11,True,14,e4878bc5-cf6f-5290-8403-b17f788b3985
478,pagetitle,True,18,True,14,e4878bc5-cf6f-5290-8403-b17f788b3985
479,pagecontent,False,0,False,0,
480,pagecontentjson,False,0,True,5,1789c80c-e3ac-57d3-8e3e-0dc894bba1a5
481,pagepublicationdate,False,0,True,1,692122f1-be71-5d3b-acf3-c14f2f33e03e
482,pageslug,True,6,True,11,cd2250b5-f0c6-5ee0-9496-49c4dfe02e45
483,pagecreated,False,0,False,0,
484,pageprivatemetadata,False,0,False,0,
485,pagemetadata,False,0,False,0,
486,pagetranslation,True,2,True,2,67d4f373-2df9-5050-9cc6-8475ff84b884
487,pageispublished,True,2,True,8,cd2250b5-f0c6-5ee0-9496-49c4dfe02e45
488,shippingmethodtranslatablecontentid,True,2,False,0,
489,shippingmethodtranslatablecontentname,True,2,False,0,
490,shippingmethodtranslatablecontenttranslation,True,2,False,0,
491,shippingmethodtranslatablecontentshippingmethod,True,2,False,0,
492,saletranslatablecontentid,True,2,False,0,
493,saletranslatablecontentname,True,2,False,0,
494,saletranslatablecontenttranslation,True,2,False,0,
495,saletranslatablecontentsale,True,2,False,0,
496,saletranslationid,False,0,True,1,9e47fdf0-8381-54c5-ad61-17dcef1a425d
497,saletranslationname,True,3,True,1,9e47fdf0-8381-54c5-ad61-17dcef1a425d
498,saletranslationlanguage,True,1,True,1,9e47fdf0-8381-54c5-ad61-17dcef1a425d
499,saleid,True,14,True,4,9e47fdf0-8381-54c5-ad61-17dcef1a425d
500,salename,True,37,True,4,9e47fdf0-8381-54c5-ad61-17dcef1a425d
501,saletype,True,1,True,3,6ee4b3ce-80b5-521d-bca0-1cf5eb836e2d
502,salevalue,True,1,True,3,6ee4b3ce-80b5-521d-bca0-1cf5eb836e2d
503,salestartdate,True,13,True,3,6ee4b3ce-80b5-521d-bca0-1cf5eb836e2d
504,saleenddate,False,0,True,3,6ee4b3ce-80b5-521d-bca0-1cf5eb836e2d
505,salecategories,False,0,False,0,
506,salecollections,False,0,False,0,
507,saleproducts,False,0,False,0,
508,saletranslation,True,1,True,1,9e47fdf0-8381-54c5-ad61-17dcef1a425d
509,collectioncountableconnectionpageinfo,True,12,True,2,5ee02229-bef7-53ab-acac-72cd4f73b763
510,collectioncountableconnectionedges,True,28,True,8,c80c2b78-658f-5fba-8558-cff8ddd82c3d
511,collectioncountableconnectiontotalcount,False,0,False,0,
512,collectioncountableedgenode,True,28,True,8,c80c2b78-658f-5fba-8558-cff8ddd82c3d
513,collectioncountableedgecursor,False,0,False,0,
514,vouchertranslatablecontentid,True,2,False,0,
515,vouchertranslatablecontentname,True,2,False,0,
516,vouchertranslatablecontenttranslation,True,2,False,0,
517,vouchertranslatablecontentvoucher,True,2,False,0,
518,vouchertranslationid,False,0,True,2,36592a3b-783b-53b9-a5fc-788df4c17841
519,vouchertranslationname,True,4,True,2,36592a3b-783b-53b9-a5fc-788df4c17841
520,vouchertranslationlanguage,True,2,True,2,36592a3b-783b-53b9-a5fc-788df4c17841
521,voucherid,True,16,True,4,36592a3b-783b-53b9-a5fc-788df4c17841
522,vouchername,True,47,True,2,36592a3b-783b-53b9-a5fc-788df4c17841
523,vouchertype,True,1,False,0,
524,vouchercode,True,1,True,2,711fba2e-850b-527c-a95b-63a914480743
525,voucherusagelimit,True,1,True,2,711fba2e-850b-527c-a95b-63a914480743
526,voucherused,True,1,False,0,
527,voucherstartdate,True,15,True,2,711fba2e-850b-527c-a95b-63a914480743
528,voucherenddate,False,0,True,2,711fba2e-850b-527c-a95b-63a914480743
529,voucherapplyonceperorder,False,0,False,0,
530,voucherapplyoncepercustomer,True,1,False,0,
531,voucherdiscountvaluetype,True,1,True,2,711fba2e-850b-527c-a95b-63a914480743
532,voucherdiscountvalue,True,1,True,2,711fba2e-850b-527c-a95b-63a914480743
533,voucherminspent,False,0,True,2,711fba2e-850b-527c-a95b-63a914480743
534,vouchermincheckoutitemsquantity,False,0,True,2,711fba2e-850b-527c-a95b-63a914480743
535,vouchercategories,False,0,False,0,
536,vouchercollections,False,0,False,0,
537,voucherproducts,False,0,False,0,
538,vouchercountries,True,1,True,2,711fba2e-850b-527c-a95b-63a914480743
539,vouchertranslation,True,2,True,2,36592a3b-783b-53b9-a5fc-788df4c17841
540,menuitemtranslatablecontentid,True,3,False,0,
541,menuitemtranslatablecontentname,True,3,False,0,
542,menuitemtranslatablecontenttranslation,True,3,False,0,
543,menuitemtranslatablecontentmenuitem,True,3,False,0,
544,menuitemtranslationid,False,0,False,0,
545,menuitemtranslationname,True,5,False,0,
546,menuitemtranslationlanguage,True,2,False,0,
547,menuitemid,True,8,True,6,e4878bc5-cf6f-5290-8403-b17f788b3985
548,menuitemname,True,16,True,3,e4878bc5-cf6f-5290-8403-b17f788b3985
549,menuitemmenu,False,0,False,0,
550,menuitemparent,True,1,True,1,f1332cad-8e77-54ac-98d6-08183e6675c4
551,menuitemcategory,True,4,True,3,e4878bc5-cf6f-5290-8403-b17f788b3985
552,menuitemcollection,True,3,True,3,e4878bc5-cf6f-5290-8403-b17f788b3985
553,menuitempage,True,4,True,3,e4878bc5-cf6f-5290-8403-b17f788b3985
554,menuitemlevel,False,0,True,2,e4878bc5-cf6f-5290-8403-b17f788b3985
555,menuitemchildren,True,1,True,12,e4878bc5-cf6f-5290-8403-b17f788b3985
556,menuitemurl,True,4,True,3,e4878bc5-cf6f-5290-8403-b17f788b3985
557,menuitemtranslation,True,2,False,0,
558,menuid,True,9,True,4,e4878bc5-cf6f-5290-8403-b17f788b3985
559,menuname,True,20,True,4,e4878bc5-cf6f-5290-8403-b17f788b3985
560,menuslug,True,9,False,0,
561,menuitems,False,0,True,4,e4878bc5-cf6f-5290-8403-b17f788b3985
562,stockcountableconnectionpageinfo,False,0,False,0,
563,stockcountableconnectionedges,True,6,False,0,
564,stockcountableconnectiontotalcount,True,6,False,0,
565,stockcountableedgenode,True,6,False,0,
566,stockcountableedgecursor,False,0,False,0,
567,shopavailablepaymentgateways,True,3,False,0,
568,shopgeolocalization,True,2,False,0,
569,shopauthorizationkeys,True,1,True,1,3e407d14-2113-5973-9374-cfad8da056c6
570,shopcountries,True,7,True,4,3e407d14-2113-5973-9374-cfad8da056c6
571,shopdefaultcountry,True,4,True,1,dcca3886-7f6c-5248-b362-cadae731e3ac
572,shopdefaultmailsendername,True,1,True,1,3e407d14-2113-5973-9374-cfad8da056c6
573,shopdefaultmailsenderaddress,True,1,True,1,3e407d14-2113-5973-9374-cfad8da056c6
574,shopdescription,True,2,True,1,3e407d14-2113-5973-9374-cfad8da056c6
